gene,AHR,ARID1A,ARRDC3,ATL1,BCORL1,BPGM,CBARP,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXL2NB,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RP5-862P8.2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
ETS2,-0.08352398838749653,-0.03973183597783547,-0.04027433804472336,0.025401286844345172,-0.01448810729541658,0.05122113105262521,0.07650918553663841,-0.022199348192110502,0.061437278078020546,0.09656043000410869,0.076317822210557,0.10441787654985063,0.021188498808115686,0.0839470411036285,0.10671518304357819,-0.03421341169008671,0.033128276588385186,0.07247779994944609,0.10174626600509484,0.07629373826637234,0.002930014314419749,0.08266181450805998,0.040959210648390254,0.028193195557098538,0.011710305061546022,0.11753333265690391,0.04212228515050595,-0.010524172946441923,0.023058161215254724,-0.0446475273434539,-0.006984924501814815,-0.020290970955972376,0.010310584863262806,-0.029473568984824505,0.006532083312044801,-0.09747146083473479,0.029155036782971433,0.028851775761780357,-0.030209526460797442,0.02739796898317859,0.1524467143362206,-0.023630414310097603,-0.06557017939421883,-0.02845014072197849,0.010851562375944368,0.07783382542664197,0.062114125820750044,0.041662933164172106,0.003450573240719068,0.042088566185632004,-0.03808011796176186,-0.01310310345319951,0.022131591754540512,-0.005571858755717807,0.04501617603981167,0.07335382779112644,0.02262885080301734,-0.027222651895087255,-9.376962806060402e-05,0.07929325533030898,0.019906447616452078,-0.11252506120274552,-0.02465223660727922,-0.0045687926246497645,0.02079826526876588,0.028014272440604532,0.02773617148695201,-0.03758632751685542,0.034549871747326544,-0.029385521652533553,-0.09123918285232963,0.03341062635527414,0.041136689383616254,0.015851474208609606,0.026197476789548202,0.01350586213845928,0.13100388121643797,0.07094345087403736,0.03921462169099049,-0.0035595134354341473,0.04247236839932855,0.0903770019890035,0.019053570395314023,0.08283152288142434,0.009843101915374033,0.004595956741878349,0.0030889052510844617,-0.04177170536144387,-0.023716527962219625,-0.0035123407024491016,0.06579537619668406,0.1122570367840665,0.06448603778716869,-0.05501128183676959,-0.06655246223912936,-0.0015108082986419191,0.02071409772130678,0.038443692447212824,0.05577531635319605,-0.02497504680333057,0.0780666377336739,-0.010676345055969615,-0.02425446371530346
FEV,-0.1381946101607432,-0.014364699217370991,0.02016170943169826,-0.00709241469205496,-0.08441187148198218,0.007006962306382314,0.04981162029960148,-0.1647075858604704,-0.018732295373757535,-0.10949861986222498,-0.05202924656091673,0.025819958907055407,0.10324366292376752,0.12143853012314526,0.015061178742596604,0.019105283818620256,-0.03504951028552622,-0.14638339742747225,0.03195876055242042,0.05063656002259437,-0.012629467734568911,0.0046704089783971,-0.030571780502908097,-0.016791669892357045,-0.014184267666754347,0.07488661191770252,-0.04554067557043118,-0.047612676459443504,-0.04464752734345395,0.148152798347597,0.08045407321224188,-0.10966226345046998,-0.021038351879596795,0.007132749583271536,-0.014446131237713267,0.017300584418327603,0.008337739619866003,-0.06409675485907707,-0.11553626283259238,-0.04906705140084483,-0.03019106157784124,-0.08878131617746443,-0.1461807627442585,-0.09327002867816803,-0.01444085626059427,0.1250940577190338,-0.07886470426451875,-0.023226891518675852,-0.12947530832709886,0.010907742234768758,-0.02341092426408492,0.026739208587517466,0.027399314695301515,-0.06451773031597502,0.008672422137144142,-0.07489420164997806,-0.008444940090059389,0.004275359993023975,-0.0110023636238194,0.03822509490287221,-0.005180218148656268,-0.249167462101888,-0.09828673187651993,-0.10086846957338158,-0.06277629521726008,0.0031535549996504764,-0.08407308121207535,0.05813972452897018,-0.08919373385103857,-0.12273203340088684,-0.12457878184602045,0.18189693668690898,-0.10162099995065799,-0.0866209646413198,-0.033870042090304864,-0.08194438021421019,-0.007040837276019174,0.005914779978105467,0.01646014408939389,-0.03482993145435992,0.011312534954751041,-0.016125783847816044,-0.033576290502906,0.043149003828478416,-0.03651351119528967,-0.09629474550712297,-0.11322539273220847,-0.04431434529558481,-0.06292714072850991,-0.11803444982398315,-0.05720275084604606,-0.036793026096081816,0.05347703029002321,0.0036227796441661297,0.022616813376015954,0.007799971149008933,-0.11446793100815084,-0.05264281692035916,-0.0580439113815045,-0.03788653995415653,0.05394186472967799,-0.05799101984310197,-0.011927290946841418
FOSB,-0.060849835254574824,0.027930541063795833,0.01275404164498084,-0.008740989915150876,0.05554132227863853,0.06700450473056271,0.007816469521511438,-0.021251300334100887,0.07689544523770256,0.013115119453934232,0.05723897882825718,0.03953324367590316,-0.07263461148448425,-0.025053776860723354,-0.11537098232027626,-0.022505583083761327,0.027519936982787818,0.08220976047321571,0.055368789708023836,0.0876309023347833,0.047114689048089714,0.04797088352164541,0.07449900569413548,0.02650026219214659,0.012922471851048223,0.016551298400871606,0.015801207638648312,-0.006702505902297373,-0.006984924501814871,0.08045407321224182,0.03972635775386496,-0.013473211124456985,-0.0317716314592289,-0.011930218308024598,-0.004126091929025966,-0.015030327736063276,0.05589702749521308,0.014814368166484543,-0.07639565826117944,0.0629752452272675,0.0038859771309556757,-0.03618611998323651,-0.02614124594847994,-0.033050060756305566,0.0014487796682942644,0.007215949115500997,0.15442396740736497,0.023729989282569114,0.015891765698777982,-0.06640238725176811,0.022222088901521442,0.013446337980798667,-0.011829691146348482,0.019647039003462652,0.021412456721317252,0.06036477350575489,-0.013182932757750968,-0.0543613982650739,-0.019721525109673982,0.05304375318414553,0.011467740136968052,0.025472225794770792,-0.04279773131651121,-0.004047218506806782,0.02995015954184016,-0.004931150883406149,0.06483479822522686,-0.060189827350908165,0.016103605206554295,-0.03438036452232274,-0.031893368935029365,-0.021757499457240592,0.09371806043847186,0.07917488748545096,0.022627320786321348,0.0700718848711421,0.01771229669532176,-0.011929826585052816,0.010452582370413355,0.01950674096251301,0.030187236392148098,0.04900614008326554,0.015739221189069286,0.053199116656216405,-0.0177736740517265,-0.012110693799205707,0.04381827897909543,-0.08888153750801991,-0.0320107861308615,0.0018118510407651445,0.06653903566516034,0.08571374406496318,0.008833541734621392,0.03222350591423878,-0.02643163587408326,-0.0008444245575025822,0.029687421193410612,0.08199180538566378,0.06324704277976026,-0.04147480870940784,0.07205526781277577,0.03766584447544336,-0.0044977546408294655
FOXA1,-0.02345252703206263,-0.03749149748810815,-0.03474170653839259,-0.06637818826060493,0.06249565409498156,0.027962176678786033,-0.07512858272361,-0.1448317004785173,-0.021513610534709515,0.02316983794065053,0.036258434610236756,0.014449256026215107,-0.0634257676756862,0.027217640747175365,-0.019446577737838755,0.026091627746974877,-0.027119430816613443,0.08889855721695555,-0.02378270310588404,-0.0440253856330734,-0.014779683850722591,0.07464069421321756,-0.0064270629018226,0.09453356600675038,-0.10088618280903577,-0.11916911854937978,0.01029872274549437,0.019739924200410403,-0.020290970955972487,-0.10966226345047009,-0.013473211124457096,-0.01588858612100741,-0.04807158862879013,-0.10985096380705389,-0.0665319775363512,-0.06759015539875757,-0.07139281371788897,-0.033641394622372756,-0.11557604361698243,0.041119536010679913,-0.005536974285533347,-0.029280531750433658,-0.1409119789260438,-0.06103526803057213,-0.027914368497305164,-0.07635394982173416,-0.030435187489065374,-0.008778576148940176,-0.19426066119003105,-0.08018724127164645,0.017096145063441925,-0.011809666907023897,-0.07327962778750212,0.005784310320670838,-0.1065120464154119,0.060239928049151625,0.04878471927047956,0.041288514416762345,0.018355399217570012,-0.004049639118675952,-0.06279345715023554,-0.04279047553086579,-0.020467937202035547,-0.14185087318022194,-0.07004345493288439,-0.06541817358898794,0.012980993389226203,-0.07260968960306347,-0.017110206964705943,-0.14805517172765165,-0.014916822924479045,-0.03355290871771094,0.01966811065672558,0.062321430396511446,-0.016466243332483643,0.054769679456419085,-0.06550527053284277,-0.08365424668205457,-0.09344682293028267,0.012830447715072635,0.008464355502866505,0.06837590738594035,-0.0220031769230698,-0.03397477005109939,-0.017637581576534084,-0.04014454321570027,0.08736885710568956,-0.13021498616154564,-0.01746702761674146,-0.003198796513793012,0.0005936312029692359,-0.06922200896620179,-0.08158757351068802,0.07396930619785969,-0.024143185326461536,-0.0426838185080653,-0.04655679439221849,0.025932543147109965,-0.00033961442326413405,-0.10608253538733459,0.10451563618081208,0.11364646752827437,-0.0886184495516446
FOXA3,-0.03337746045125639,-0.024566991419841644,-0.024148582444912692,-0.052027551864025856,0.046059141570841816,0.03131738827106656,-0.040737495793584655,-0.10761115456788073,-0.02372654670800811,0.03010786700031226,0.0561244080412891,0.028520995870487675,-0.03656707035110629,0.030110113113649084,-0.024999957143677864,0.02883046805283529,-0.003850394723218964,0.03681405824571882,-0.011156907711332653,-0.013106215724854597,0.011059517880486702,0.06252948067011205,-0.013871431833366754,0.09066133648281002,-0.07017573223025142,-0.06442451800880927,-0.003644512452028681,0.011153458275405648,0.01031058486326275,-0.02103835187959685,-0.0317716314592289,-0.048071588628790074,0.009284326993960146,-0.055927713482423536,-0.027188432784281846,-0.12237030583829422,-0.03563200974967151,-0.009204291466180792,-0.06323415764715867,0.046054060167006694,-0.0126638676750912,0.0030194890423207443,-0.09693391216803393,-0.054671683146257255,-0.033517586275382205,-0.04554965342231165,-0.05511522638634159,0.030729285622666525,-0.15602307515916353,-0.08031079667958302,0.03634329707265316,0.005957098463494959,-0.04429032692623368,-0.006869197491242984,-0.07248701453162687,0.038923698678573426,0.062169640069764165,0.0327287634455988,0.022040306199887033,0.02926454472281953,-0.018688242825637302,-0.01495156391122543,0.004347190519876087,-0.09609984325704096,-0.05532588479646827,-0.04639160492681904,0.010648115342957176,-0.054492910357469226,0.01871195823134303,-0.11248495818544085,-0.002620451286380998,0.0058483239262862585,0.048331491095325974,0.0527307372200537,-0.02391325045152881,0.05113330017967305,-0.015314118217539863,-0.022074233667278953,-0.040209748082412344,0.009711610080781086,0.009348071792527723,0.007061059334954378,0.03217459609628115,0.002095116291377541,-0.0023424991102521664,-0.03658347182352362,0.06749964328808,-0.13254630044618665,-0.0015768093746877376,0.02763205574753369,0.017640940916603398,-0.023276343411665956,-0.03690546409471451,0.07990448620322499,0.06854902269461371,-0.03196357763128704,-0.03334596785078703,0.014056514698033262,0.008474875068760934,-0.04010572579205496,0.053321284803523245,0.11969274662741099,-0.09715898240992676
FOXF1,-0.08075408186718841,-0.043656238105990675,-0.028934663230830104,-0.06940106070382013,0.0356687434655685,0.05354988040594333,-0.016402313009162117,-0.08916207405990534,0.015420285567679326,0.04720348100033139,0.016609278246084713,0.03223481844386594,0.0023703010673050695,-0.006552109303724407,-6.811335351131209e-05,0.006533860805540859,0.010823807060042323,0.07764814897817812,0.0009218694007897543,0.00031446607606988586,-0.0015470925798611312,0.021679194678179248,-0.040181932320790426,0.06165448104170276,-0.07651442046629298,-0.03620582224415775,-0.007669518646648443,0.004065837309771836,-0.029473568984824672,0.007132749583271425,-0.011930218308024654,-0.10985096380705389,-0.05592771348242365,-0.10046720494257572,-0.06589571955535173,-0.10849924455693105,-0.03529240178715032,-0.0017970421999225494,-0.1813790067990807,0.029689799489227453,-0.020998368074269858,-0.04899069936335665,-0.09419600922790716,-0.04226591890738751,-0.020922403792788202,-0.06438460832900128,-0.02211349412095487,0.0032721851094704157,-0.09596240234248893,-0.0422667779590824,0.0398244213574806,-0.014241551334693847,0.021682520939186142,-0.002084992005863595,-0.08762121498976533,0.02836274088820373,0.04714170804672363,0.03397672341570594,0.021920286626441937,0.03264660463520058,-0.032239437971510576,-0.0202999543340322,-0.02381004080837007,-0.10089545844319164,-0.05396304875231678,-0.05310713034597708,-0.004917214068686393,-0.07654442960054458,0.017294132016573427,-0.09173502593370203,-0.016887317188599482,-0.01784489606822809,0.01882129838723745,0.04364785347485839,-0.01232315536535733,0.010021716510281553,-0.04523078595373137,-0.035589824571187034,-0.048186151377245745,0.016065969936648772,0.02933052254146784,0.03633842332305148,0.053010920334331635,-0.004816231712770125,-0.035326122722103226,-0.009040159131605607,0.025756966430465933,-0.1641643354191984,-0.03183609215112049,0.04182308567535653,-0.014258824992963215,-0.07036712987075394,-0.0496020122540744,0.05771415424164475,0.032489134554006815,-0.0070438072588669964,-0.008014528642682817,0.023109737608645264,0.034779100518967265,-0.07122406014564231,0.06556542695983247,0.08790974718554201,-0.0513243346756318
FOXL2,-0.018318072498962057,-0.012842301715528137,-0.03234647175557853,-0.029256093314190768,0.027329313836795932,0.07099557967820697,-0.022108650414331243,-0.04545067516835921,-0.006849890291014682,0.052986389238083464,0.06556781915469234,0.07228310888469541,-0.021060279186853492,0.04336645680776419,-0.03813058614453779,0.020540728290419585,0.01632142088929056,0.02452857186743268,0.02477893568302325,0.04730115315830924,0.012284567340665187,0.06362458766639545,0.0073932045793325685,0.07274995727076329,-0.03236667628689738,-0.03952007835487176,0.005323948946452106,-0.0008904480409377691,0.006532083312044634,-0.014446131237713267,-0.004126091929026132,-0.06653197753635132,-0.027188432784281846,-0.06589571955535162,-0.01460833290135688,0.06180316881100112,0.0181041291352948,-0.0035370456123481886,-0.06811364548319926,0.05762098541191457,0.015255060271210874,-0.027181932943099674,-0.0500393571748754,-0.03571773651869181,-0.03062176570005498,-0.0011730086433031084,-0.0019433180749370838,0.033684193601906165,-0.10765265994870121,-0.05165384903234632,0.02852524349096064,-0.0046890322379044,-0.03169198206014712,0.0010760631971730716,-0.04265903634408902,0.03090201480274468,0.03183261031077164,0.06222625173869514,0.03440793938274142,-0.005297058559094181,-0.009958863195000278,-0.029983438848645183,0.0036904698782782575,-0.07581343105303406,0.0035570383824389262,-0.02431891888635479,0.025543873237254378,0.020672213979281706,0.0034759071890030357,-0.0985830452913447,0.002714450144631342,0.028744399543363885,0.006534600967483373,0.04648446438035142,0.0034311077146161884,0.0417985888650077,-0.05949458639028682,0.00838762058193715,-0.019327276888272182,0.02632294192342005,0.04030409460238238,0.04777502936330236,0.024129912001163878,0.011386482287554123,-0.010646604010621674,-0.05015825875352731,0.08536697941280816,-0.12144408108023924,0.0008633418761856415,0.006567378275200431,0.0016727854584276947,-0.02140938581693408,0.008522044793620343,0.04348076728860198,0.04435519178788527,-0.02773839146637458,-0.02108037126871881,0.021333905718543322,0.03906710027172278,-0.008431770075280176,0.09644401398295271,0.10183674151619235,-0.07795056863847744
FOXL2NB,-0.023862028407000246,-1.4651283460453968e-05,-0.02523410079362498,0.04131976671930793,-0.031604953871234354,0.001044217968302119,-0.07575360795005914,-0.07914045811167125,-0.04943222779070977,0.007933494581384481,0.05097488855053567,0.049187083132861686,-0.015221052718928485,-0.019926505154388874,-0.07356413245016824,-0.031702242930532476,-0.04918906210605467,-0.04648687556247877,-0.07017560539870049,0.0010724721607867638,-0.07885023568266203,0.06569875750884124,0.04019646432190227,0.013339096388705951,-0.09188413413752294,-0.040923085439624085,-0.07323895883789922,-0.08229853169676149,-0.09747146083473524,0.01730058441832716,-0.015030327736063942,-0.0675901553987579,-0.12237030583829467,-0.1084992445569315,0.061803168811000675,0.10214237759687106,0.03984632559444412,-0.060888915193655024,0.057196300136125644,-0.006284389316554728,-0.007286778185537246,-0.027980466800464288,-0.09506804210838771,-0.010160604906492843,0.03591001017511675,-0.00741717677348086,-0.05525547791946117,0.019245485603513246,-0.09826821213986547,-0.015882597007492727,-0.02269763227267585,-0.059848046005023914,-0.162085187981252,-0.06861862348276548,-0.07024713865076548,-0.04812229741102869,-0.036774328532946765,-0.02029249529899163,-0.02918214255508994,-0.10434700429262544,-0.09817902818497459,-0.07801394916591564,-0.04022930846920225,-0.05858631911578871,-0.026050466239144088,-0.12798853735698823,-0.027633310157058832,-0.07181291519256627,-0.045903968765602876,-0.050169133115386955,-0.03484201978148971,0.008589198816399746,0.07419649634021597,-0.011741000135530033,-0.06081618480110462,-0.028757711639498806,-0.004734378988080157,-0.03752899348805172,-0.05906949831922348,-0.05929965623620076,-0.029175801151688163,-0.04135861145341635,0.07279088428915897,-0.06110653741789995,-0.08918895659428522,-0.04177829005587996,-0.02172498916018245,-0.06795753472756749,-9.759292464406322e-05,-0.053453234123257864,-0.05943634755638588,-0.07380273565545348,-0.04496394464923731,-0.04112484577214276,0.04115936514158802,-0.09803887571216652,-0.07503635299826272,-0.01819195432320342,-0.06217725355789927,-0.01600991465722612,-0.04295195377433564,-0.022975989959567344,-0.1489213367213395
FOXO4,0.01352454803442027,0.04300906883876632,-0.010501970030086571,0.07620065903656337,-0.0369892362561669,0.012760772318455293,-0.01073667110143417,-0.042651033699178054,-0.06588039996129963,0.0537667828940398,0.05051359130116373,0.05303295343360581,0.07961437812097727,0.08283587053490238,0.059861654421465293,0.02497817982645495,0.015199243329877099,-0.009486968288893616,-0.013807804727591577,-0.03799529725428791,-0.035799690459617006,0.01845938437593353,0.031286040954563554,0.07705745952944365,0.004500723908476001,0.004063085929341015,0.024655891742816627,-0.03011626437270376,0.0291550367829711,0.008337739619865558,0.05589702749521275,-0.07139281371788919,-0.035632009749671956,-0.03529240178715076,0.018104129135294578,0.03984632559444412,0.22045441613216332,-0.03298786133590764,-0.026627501676110943,-0.046802722351746706,0.02530440192125949,-0.05447903078823757,-0.04427253250068541,0.013468152886318308,0.014829545897193097,-0.037090692118519675,0.031928700012917144,-0.07116584776702067,-0.04053198648045869,-0.004530766236326533,0.029160341554252234,-0.020420607742640873,-0.1285570061871481,-0.012757740036320575,-0.01588563874364468,0.017455566397562183,0.046553699598416876,0.0006292930339170111,0.0002187004301948403,0.013218429739350168,-0.061238772565881505,-0.03120937535662266,0.04035609335383278,-0.038944875426687287,0.028001941553633447,-0.0763000394125018,-0.029541257890114636,-0.0556468206392145,-0.016388527140049458,-0.06460084591265491,0.06735866897892007,0.01717147076965897,0.030792779395424796,0.021158675775508617,-0.019062631293374266,0.04995926872180684,-0.007452181018203663,-0.011254387035406044,-0.03167361696589843,0.005143287843978772,-0.0034730532296112226,0.06206150162820795,-0.011417151805982129,-0.05420460929872434,-0.02847584935712244,0.09655173564938457,0.06213331810048123,-0.06742944272301177,0.04037976685257849,0.018164407261581528,-0.028665732569069735,0.01311116322464001,-0.06959391294859796,0.05790668478942523,0.03664104556035852,-0.06098476459369567,-0.0127015313629249,-0.0035732366292520745,-0.0001407294827259764,0.03299929726213402,0.015289858089133301,0.1319118134680156,-0.09320991335205081
GLB1L2,-0.01335598867996396,0.011157750768008734,-0.022911624984219198,-0.018179954263271236,0.013267844124092806,0.011251326106729131,-0.0023386605521172332,-0.012592010455634184,-0.012837987135512596,0.01686763458799384,-0.013578359846421473,0.008206272637749257,-0.0012461545062874002,-0.011167651293223169,-0.01614189020560669,-0.017527305238917684,-0.008358722577643196,0.003261460648411013,-0.011553113653942682,-0.0417076702656147,-0.004788072706571084,0.06299843058866367,-0.03321356580264162,-0.005670654930020981,-0.009591727175969511,-0.00011510346523962989,-0.0004924720863816179,0.013755792296148458,0.028851775761780413,-0.0640967548590769,0.014814368166484626,-0.03364139462237259,-0.009204291466180625,-0.0017970421999223274,-0.0035370456123479666,-0.06088891519365458,-0.03298786133590714,-0.027264910923803953,-0.161202668930019,0.012584896555561553,-0.01914554551436276,-0.04902844305546272,-0.022860204599876255,-0.03798744537671023,-0.01203705618482609,-0.02403831515247301,-0.00203680593652239,-0.03351612122312142,-0.005992627803586226,-0.013299117255756832,0.029456861118221878,0.008069268669903151,-0.012914084928024802,-0.024079072562896653,-0.03052731739115805,0.006752468877535528,0.012419643298120547,0.020453179380086874,0.02008078526220154,0.04285158623619381,-0.003056690189338157,0.040410164020021816,0.01863074923062663,-0.005953283910353102,-0.03055378221722943,-0.02591410481890541,-0.048519315269693886,-0.0027118020134908605,-0.011009970105934075,-0.03301375561943848,-0.022797700210133387,-0.014926600004856183,0.004656196411096436,-0.003734113354399049,0.013443808155034515,0.00027667957895180506,-0.004980416785636321,-0.025114851980037434,-0.0023562738895483437,0.012583583877502538,0.01612160403889809,0.009444155361856998,-0.01505559161218517,0.0001230451284089107,-0.0017314418599806425,-0.016796633118001447,0.021464162317832422,-0.09405385454453452,-0.034955126299028305,0.01435783920010264,0.01829117445183545,0.004635676341531031,-0.02321662867712654,0.024329546007713962,-0.02232705307098415,0.0010300541985656941,0.010703414364598374,-0.008883952382942456,-0.006531758511118396,-0.036881195118165844,0.025235713487142597,0.024185612603691557,-0.01717628279342101
HES7,-0.009921669270071876,-0.04482324772521218,-0.12224021307429156,-0.031491310236932524,-0.15165713471516318,-0.06357493177970674,-0.11953303548386518,-0.11352083403936614,-0.15385288588575835,-0.008099320332273452,0.018197091406700172,0.09599488222179786,-0.043383492602029006,-0.09829066026452371,-0.11576362686679853,-0.11773692592154406,-0.07868860963773355,0.03960662707045154,-0.042077623443559975,-0.15088524831991712,-0.1095419017035466,0.026263513505585534,0.01314225771577826,-0.11030365549340398,-0.06506664770641818,-0.016589691991853228,-0.08953558982522947,-0.18220404859834582,-0.03020952646079772,-0.1155362628325925,-0.07639565826117961,-0.11557604361698248,-0.06323415764715884,-0.1813790067990808,-0.06811364548319937,0.05719630013612609,-0.02662750167611072,-0.16120266893001933,-0.05387576124477833,-0.11532578257828713,-0.0360373981550165,0.01713654190230718,-0.12477373829143373,-0.015750414435556248,-0.001669946640406872,0.03420995159676099,-0.05282706119078939,0.012992638154585623,-0.1827905531445535,-0.08048559248424253,-0.0839612965734155,-0.11410447010926339,-0.22043289053869486,-0.10061818806233835,-0.09256316652679425,-0.07079439446513613,-0.165618717187425,-0.17211713007661456,-0.1682765137763479,-0.04188633048214335,-0.12854101522040984,-0.07996555020609708,-0.056963224909013954,-0.11719348547438202,-0.027342681232202792,-0.14467910548514495,-0.046798401880451035,-0.1181455250090615,-0.11419637141964606,-0.08876292934154728,-0.013047488355096504,0.05484986015626436,-0.0711928227905097,-0.09616275504854505,-0.08620612806806544,-0.0961282833467364,-0.059434642224792,-0.06443645311845919,-0.08646759913866614,-0.07223405742322692,-0.058231547118538396,-0.05420572440316768,-0.08262979871119241,-0.1186237102917756,-0.18774801532109342,-0.061465314614585154,-0.08739489227103914,-0.09293934835989509,0.033866977619666505,-0.09515262347116787,-0.06273067973798574,-0.10605357885606403,-0.13045213016950785,-0.09620593700577573,0.04577615931594092,-0.16286573129185783,-0.14370570637366592,-0.13299685969372538,-0.07670133087182868,-0.022474541024284145,-0.09978976901372705,-0.0312780900919859,-0.18296727917652877
HK2,0.029001577426438108,0.01965851595100271,-0.008301212285487247,-0.05846026955154665,0.00393950159675871,-0.03779531945006137,-0.0014560978506704403,0.021288218547114157,-0.02730484224738544,0.0410397337272726,0.02987134952952525,0.025848058342888336,0.12476078726243534,0.056702571132452806,0.033522647597100164,0.040081658384109514,0.03432258712824904,0.0054892949961478366,0.02694150638089443,0.024880335986121244,0.023187119528501027,0.005797125186211227,0.012302413612579666,-0.03732197560077659,0.02734448680068996,-0.014688016065739884,0.03499172259842895,0.016660506303426904,0.027397968983178617,-0.04906705140084472,0.06297524522726755,0.041119536010680136,0.04605406016700686,0.02968979948922762,0.05762098541191474,-0.006284389316553951,-0.04680272235174621,0.012584896555561526,-0.1153257825782869,0.07043426771381295,0.0037924837652367205,-0.034464828413333426,0.0351920213939112,-0.0037020127171457085,0.020734054255357404,-0.004988089761233272,-0.12908557717133567,0.01074955284518958,0.012335226583734399,-0.011016927086292427,0.05671262888201739,0.015394503576300067,-0.05731193726679275,-0.002315704722504891,-0.009533856759135484,-0.006722350550356693,-0.02268102334776556,-0.016438757250898803,-0.016140269069101223,0.027479927366786727,0.0018994688316549269,0.04939351712842591,0.02457965847293833,-0.003873707493182388,0.013269428975455633,-0.012988103952649571,0.011346797422165933,0.056419826556598635,0.00997790348875141,0.023012705352367435,-0.01310167105561133,0.01329479067998457,-0.01944170395191741,-0.03180473919124269,0.02131818162458829,-0.015075243727411924,-0.037911119703260776,-0.00711767372730937,0.04354636119752012,0.00979724261397466,0.0033751118638848665,0.011755612215395006,0.011646554486566929,0.0213501536591231,0.017388027132065782,-0.01386191690899874,0.034075219242559865,-0.04553507568083731,0.020551526634812467,0.031730676005056024,-0.025255589021946967,-0.030675369866135033,-0.052531225193788195,-0.00745643922955716,-0.051762508624190406,0.016432476545734265,0.005990262574123023,-0.039386044534639036,-0.0005409455793344564,0.02861267708079268,-0.025537465846759977,-0.013166707394352804,0.011205396544514815
HNF4A,0.08480449068337914,0.05599034347455406,-0.004549147120422092,0.043949092666446754,0.025434748302671617,0.0550682899449943,0.03127288151044377,-0.004529956905713117,-0.013653174060106743,0.10234725008379808,0.08631978702628834,0.09183359821022358,-0.06437515273565486,0.08431488540324633,0.03510089197158872,-0.027560345811792897,0.022650595696866227,0.026940206999708283,0.06160487621911609,-0.007199807761562371,0.09227735199628384,0.11806867679372729,0.03829895804126493,0.05238558743851238,-0.015519774497025407,0.022281938154855352,0.044160781921819436,-0.05910383321201257,0.15244671433622026,-0.030191061577841516,0.0038859771309554536,-0.005536974285533569,-0.012663867675091423,-0.02099836807426997,0.01525506027121093,-0.007286778185537024,0.02530440192125949,-0.01914554551436315,-0.03603739815501672,0.003792483765236443,0.18847726832479927,0.0062095163874476,-0.009813646829632483,0.006284695259233475,0.03676320342363537,0.05719466920144811,0.06141247486962309,-0.024312607923293428,-0.08078465150402231,-0.005051847237572127,0.02528599505670831,0.030453309256804673,-0.055562515473602025,0.02010344739240949,-0.08782601735987655,0.05394774313406081,0.0021460010699419496,-0.03629751515850399,0.012775203017574788,0.035403593971642444,-0.002083920308224907,0.05119250294862282,0.06512464866540929,-0.025731408832840252,0.019572081668904562,0.010050685658227976,0.06299905907901282,0.022489572308545813,0.027153898544631017,0.030959569793970132,0.0360664170800965,0.06917674792760553,0.0407496114542612,-0.03142395898642497,0.004083524015211726,-0.024803650677590994,0.009619640445535094,0.05002660157163735,0.007269430110073083,0.03207255275707244,0.09314483479678226,0.0427476804196556,-0.07456964271891942,0.055373400223850955,-0.010035747359158631,0.05954119134448632,0.045401951714138244,-0.008867000590258578,0.03206557603191784,0.027599654875727686,0.036403340977690324,0.09690196911380122,0.004630635069316047,0.0492488125100809,-0.020487689860041902,0.031367907655106275,-0.04649180627000449,-0.0008940517933448411,0.04563844169910469,-0.005042949817053999,0.04173554463151791,0.14293297449985276,-0.046237074094284014
